Date,u_spx,u_dax
2007-01-04,,0.2980858856193763
2007-01-05,0.11018053851455682,0.047517398352368595
2007-01-08,0.5860542393877499,0.580310725654391
2007-01-09,0.40893627194650395,0.5091522784412286
2007-01-10,0.6030889976663131,0.13154313530170197
2007-01-11,0.8640051884906318,0.9771857802826853
2007-01-12,0.8252802151145051,0.5973583656132138
2007-01-16,0.5446750816313366,0.5497826757827556
2007-01-17,0.35056071236723085,0.32629199768530937
2007-01-18,0.1974776758023773,0.3437715639961826
2007-01-19,0.6795331169323746,0.8502941699354991
2007-01-22,0.11301708812398825,0.10402949006613783
2007-01-23,0.7012318906239923,0.37328830973621663
2007-01-24,0.9293120409857214,0.8898875072158597
2007-01-25,0.024655245658736627,0.23545449025836918
2007-01-26,0.32585332867599165,0.2287400665178489
2007-01-29,0.36849380694810785,0.7421488530756694
2007-01-30,0.7944693356817051,0.8707654509585832
2007-01-31,0.85097975998232,0.45049500548793664
2007-02-01,0.8183377202574547,0.8719520994013803
2007-02-02,0.6140644594567308,0.7329435697885923
2007-02-05,0.3647284196804588,0.33890104940857513
2007-02-06,0.491243185522758,0.4546475543628667
2007-02-07,0.5706215392008447,0.7803563489107705
2007-02-08,0.33281244530019627,0.16018749389631015
2007-02-09,0.06315502164372404,0.7465215553652846
2007-02-12,0.20553457783687779,0.10939839691314215
2007-02-13,0.8685773342421355,0.7535021337931151
2007-02-14,0.8980499627998728,0.8921922243096558
2007-02-15,0.5763923820472419,0.4147320229694911
2007-02-16,0.36579059198615477,0.42182586234930347
2007-02-20,0.6794662134950056,0.6864705229621852
2007-02-21,0.325557294583704,0.14369320241903563
2007-02-22,0.34262020020838563,0.7342012264433553
2007-02-23,0.17131919394763534,0.629081862030399
2007-02-26,0.3055934428449475,0.7600740123912176
2007-02-27,5.149569822630842e-06,0.0003028862326658929
2007-02-28,0.5672003751239407,0.07519107384550364
2007-03-01,0.4097554062824726,0.13704082791552036
2007-03-02,0.1853269008707483,0.26187198154741265
2007-03-05,0.20937455103957753,0.14428992353362782
2007-03-06,0.8415944737454689,0.7931950217351209
2007-03-07,0.4236140351382134,0.6129902601660752
2007-03-08,0.713850537292119,0.9005715265175166
2007-03-09,0.5202273305000157,0.48103490103840507
2007-03-12,0.5901050741142393,0.4488519893894733
2007-03-13,0.032979136906375724,0.07424839743955157
2007-03-14,0.654234487659634,0.011407527746936015
2007-03-15,0.6300079251531366,0.9354967433094424
2007-03-16,0.33125120831394006,0.43571923035495014
2007-03-19,0.8278738524869398,0.8534867877808681
2007-03-20,0.7553863050331964,0.6278108439363577
2007-03-21,0.9457126670357854,0.5360563881795847
2007-03-22,0.5077250509423703,0.9498758750390993
2007-03-23,0.521036393341628,0.6871762411562007
2007-03-26,0.5209158991941534,0.16460464088705964
2007-03-27,0.16831252648198264,0.635522322991509
2007-03-28,0.11728983639566917,0.24699395013060255
2007-03-29,0.6374341737866839,0.8468277208271163
2007-03-30,0.3993584326918328,0.5889004192140556
2007-04-02,0.6157222206019451,0.5935741454080199
2007-04-03,0.8914737560845104,0.9206870006305113
2007-04-04,0.5777627902909085,0.6396261399468096
2007-04-05,0.672991178613321,0.6304357702608216
2007-04-10,0.6985137873228401,0.8243286292604013
2007-04-11,0.10989568236479685,0.36180627257802045
2007-04-12,0.801224621542167,0.38233296854022836
2007-04-13,0.725884292932167,0.8484692610607213
2007-04-16,0.9464445768823532,0.9557320268855058
2007-04-17,0.6754386882677671,0.5300673821874051
2007-04-18,0.5120209853861013,0.13584407912135696
2007-04-19,0.33466030772687694,0.22799575079061074
2007-04-20,0.9390060862988432,0.9133167474431094
2007-04-23,0.29171510882327933,0.4068934913200457
2007-04-24,0.38051709192079525,0.13533363888996652
2007-04-25,0.959413593878915,0.847149424653696
2007-04-26,0.4189427277884708,0.7333691448001702
2007-04-27,0.4060859613017749,0.38826535488915515
2007-04-30,0.04387211095837473,0.6721357841950616
2007-05-02,0.9023739337372718,0.7652762757280123
2007-05-03,0.790523657127745,0.6109232002386663
2007-05-04,0.6476973326798372,0.7380957050247297
2007-05-07,0.6723945209007924,0.5197424463146434
2007-05-08,0.3446237934654679,0.06297134987276122
2007-05-09,0.7119187560993965,0.7007340574084082
2007-05-10,0.007783782174042219,0.11990903252849154
2007-05-11,0.8440781599362022,0.8446359031134378
2007-05-14,0.3850325051708673,0.3039923617828182
2007-05-15,0.3605026955699434,0.7716326758607558
2007-05-16,0.8728751066990132,0.2707245326738922
2007-05-17,0.4228204994070667,0.6003354844715738
2007-05-18,0.8347520970517658,0.955823589880051
2007-05-21,0.6046032468754607,0.5413807358166244
2007-05-22,0.3938522632128389,0.7384113796608321
2007-05-23,0.3352238631503525,0.8862086582050335
2007-05-24,0.03852972040587579,0.20492514024505026
2007-05-25,0.7404852963291496,0.7466717444424368
2007-05-29,0.5908636894965407,0.7492822547371141
2007-05-30,0.8790987509467809,0.3195442903724903
2007-05-31,0.508612377605581,0.9631988340073486
2007-06-01,0.7252756506590973,0.9282282645644642
2007-06-04,0.6205658328493712,0.37415294542554917
2007-06-05,0.12772214915856728,0.15404249806676867
2007-06-06,0.05475141350362202,0.006839004819204585
2007-06-07,0.01355227503889963,0.08239102009172951
2007-06-08,0.8167600135871935,0.3165005822776755
2007-06-11,0.5512205279487556,0.9037834548034
2007-06-12,0.11678940531017326,0.3173185636772391
2007-06-13,0.9015588974409636,0.4733206379132445
2007-06-14,0.7267925634561414,0.9666816438964619
2007-06-15,0.7712485833347078,0.9598659098179013
2007-06-18,0.4152150685370388,0.49171338501567585
2007-06-19,0.5577128232889861,0.4496356850749785
2007-06-20,0.043167599058464685,0.7298959500349107
2007-06-21,0.7041279931573927,0.07492129971053692
2007-06-22,0.07892143595270394,0.38529603796288225
2007-06-25,0.29427819193547866,0.36124356642852795
2007-06-26,0.310779983113235,0.16613424460879336
2007-06-27,0.8172168001552171,0.1934365483253372
2007-06-28,0.47120779258026657,0.9129447804543085
2007-06-29,0.36773921441434365,0.8346342003458
2007-07-02,0.8925183297155879,0.23207886168888225
2007-07-03,0.7115293571397777,0.8563929451943405
2007-07-05,0.49139025494252303,0.18217506067872608
2007-07-06,0.6776373276890937,0.7672597154652909
2007-07-09,0.5352177257103905,0.628738082617364
2007-07-10,0.017604900355704386,0.06842863335796877
2007-07-11,0.6980342617686971,0.16798709714078178
2007-07-12,0.9737287492780413,0.9549578144841254
2007-07-13,0.7040807325229124,0.6655168605644612
2007-07-16,0.35051262573044756,0.533796635203939
2007-07-17,0.4339303745406667,0.1669646479759893
2007-07-18,0.31531717391886727,0.041364295997343654
2007-07-19,0.7326926637550429,0.856964009471782
2007-07-20,0.03503402584571411,0.08497231117668422
2007-07-23,0.6783999005621554,0.7755488254409032
2007-07-24,0.014502952009553404,0.060623632778836506
2007-07-25,0.6032339203937824,0.09707221234357379
2007-07-26,0.02807704305589266,0.03289534062679454
2007-07-27,0.10914568173287496,0.24321370391686536
2007-07-30,0.7215146793951286,0.48976377449295677
2007-07-31,0.18353487802308044,0.8980180984047882
2007-08-01,0.669444170129193,0.1127035462022221
2007-08-02,0.6394417442455037,0.732375769228683
2007-08-03,0.03141190207225683,0.12754815309917106
2007-08-06,0.8891317879677645,0.5118054411143027
2007-08-07,0.6957999402279864,0.7776767223774809
2007-08-08,0.8321721032622624,0.8437787073299181
2007-08-09,0.029957798959059527,0.047024244730315065
2007-08-10,0.43395432448283283,0.10643032280797067
2007-08-13,0.46518680647557975,0.9015723572759552
2007-08-14,0.11672265469619153,0.2606333063783557
2007-08-15,0.16433341294052087,0.5740210426381717
2007-08-16,0.5441628921805826,0.033361383269042325
2007-08-17,0.9206423098886821,0.8549617251386754
