Date,Gaussian_VaR_99,Gaussian_ES_99,Gaussian_Weight_SPX,Gaussian_Weight_DAX,Gaussian_Vol_SPX,Gaussian_Vol_DAX,Gaussian_Rho,StudentT_VaR_99,StudentT_ES_99,StudentT_Weight_SPX,StudentT_Weight_DAX,StudentT_Vol_SPX,StudentT_Vol_DAX,StudentT_Rho,Clayton_VaR_99,Clayton_ES_99,Clayton_Weight_SPX,Clayton_Weight_DAX,Clayton_Vol_SPX,Clayton_Vol_DAX,Clayton_Rho,Gumbel_VaR_99,Gumbel_ES_99,Gumbel_Weight_SPX,Gumbel_Weight_DAX,Gumbel_Vol_SPX,Gumbel_Vol_DAX,Gumbel_Rho
2020-01-02,-1.220766275935159,-1.3983186885679657,0.7,0.30000000000000004,0.5625849094209913,0.7669410127163264,0.5989525108132302,-1.7668088918598002,-2.3734769400232083,0.7,0.30000000000000004,0.5625849094209913,0.7669410127163264,0.613753666775487,-1.5808297118482748,-2.005130026978561,0.7,0.30000000000000004,0.5625849094209913,0.7669410127163264,0.6111745063644505,-0.7669402652376478,-1.012056419567052,0.7,0.30000000000000004,0.5625849094209913,0.7669410127163264,0.5062621152161804
2020-01-03,-1.4115669651817473,-1.6248224529845565,0.7,0.30000000000000004,0.6653709695959459,0.7961050072993222,0.5989525108132302,-2.087154236519511,-2.7716067752665823,0.7,0.30000000000000004,0.6653709695959459,0.7961050072993222,0.613753666775487,-1.7795076628537672,-2.2922685452093927,0.7,0.30000000000000004,0.6653709695959459,0.7961050072993222,0.6111745063644505,-0.9106014197111898,-1.1825638271212942,0.676858529547812,0.323141470452188,0.6653709695959459,0.7961050072993222,0.5062621152161804
2020-01-06,-1.5197712661769105,-1.761017885044516,0.7,0.30000000000000004,0.6978420862999744,0.8694063182593387,0.5989525108132302,-2.2191657509250167,-2.9065221106955894,0.7,0.30000000000000004,0.6978420862999744,0.8694063182593387,0.613753666775487,-1.913776862332192,-2.4447356275029155,0.7,0.30000000000000004,0.6978420862999744,0.8694063182593387,0.6111745063644505,-0.9433949034304515,-1.2333279806808601,0.7,0.30000000000000004,0.6978420862999744,0.8694063182593387,0.5062621152161804
2020-01-07,-1.4557465861271888,-1.6812843116974339,0.7,0.30000000000000004,0.6666676640366044,0.8703678093754291,0.5989525108132302,-2.1619464336968663,-2.9349958316303373,0.7,0.30000000000000004,0.6666676640366044,0.8703678093754291,0.613753666775487,-1.8260874164112197,-2.3362176590270494,0.7,0.30000000000000004,0.6666676640366044,0.8703678093754291,0.6111745063644505,-0.9392678307095417,-1.2279958136509979,0.7,0.30000000000000004,0.6666676640366044,0.8703678093754291,0.5062621152161804
2020-01-08,-1.3898101986912514,-1.6228863951857357,0.7,0.30000000000000004,0.6459451653262113,0.8636357285752998,0.5989525108132302,-2.050138298641117,-2.7285474003908883,0.7,0.30000000000000004,0.6459451653262113,0.8636357285752998,0.613753666775487,-1.7644521136330524,-2.2552464858482684,0.7,0.30000000000000004,0.6459451653262113,0.8636357285752998,0.6111745063644505,-0.8884303110618511,-1.1462557675541603,0.7,0.30000000000000004,0.6459451653262113,0.8636357285752998,0.5062621152161804
2020-01-09,-1.385944322332748,-1.595450706160942,0.7,0.30000000000000004,0.6306694358631155,0.8536292087809279,0.5989525108132302,-2.066105610138647,-2.7740243181087743,0.7,0.30000000000000004,0.6306694358631155,0.8536292087809279,0.613753666775487,-1.7851572184304594,-2.268682074286137,0.7,0.30000000000000004,0.6306694358631155,0.8536292087809279,0.6111745063644505,-0.8898763103373485,-1.164064292432465,0.7,0.30000000000000004,0.6306694358631155,0.8536292087809279,0.5062621152161804
2020-01-10,-1.4068429981707402,-1.6311003114486167,0.7,0.30000000000000004,0.6365353943229604,0.9031714637415542,0.5989525108132302,-2.0883948988341774,-2.7425189675669346,0.7,0.30000000000000004,0.6365353943229604,0.9031714637415542,0.613753666775487,-1.821651042889992,-2.377298192340874,0.7,0.30000000000000004,0.6365353943229604,0.9031714637415542,0.6111745063644505,-0.8895152683698332,-1.1652040985467922,0.7,0.30000000000000004,0.6365353943229604,0.9031714637415542,0.5062621152161804
2020-01-13,-1.375792544259346,-1.5862456185063252,0.7,0.30000000000000004,0.6198166609242046,0.8706933546898551,0.5989525108132302,-2.049258848680274,-2.735643064399648,0.7,0.30000000000000004,0.6198166609242046,0.8706933546898551,0.613753666775487,-1.7541275563263128,-2.237806993249555,0.7,0.30000000000000004,0.6198166609242046,0.8706933546898551,0.6111745063644505,-0.8941306020294645,-1.1716819821549032,0.7,0.30000000000000004,0.6198166609242046,0.8706933546898551,0.5062621152161804
2020-01-14,-1.369764032926038,-1.5752111043509271,0.7,0.30000000000000004,0.6315506029028906,0.8444095065674718,0.5989525108132302,-2.042390943980776,-2.743090572247362,0.7,0.30000000000000004,0.6315506029028906,0.8444095065674718,0.613753666775487,-1.7566847910685293,-2.2111874146463535,0.7,0.30000000000000004,0.6315506029028906,0.8444095065674718,0.6111745063644505,-0.8745802335965068,-1.1439423849194268,0.7,0.30000000000000004,0.6315506029028906,0.8444095065674718,0.5062621152161804
2020-01-15,-1.3216552060665125,-1.522573277408485,0.7,0.30000000000000004,0.6058549782846449,0.8144608885636846,0.5989525108132302,-1.9252688960912985,-2.6119572717353305,0.7,0.30000000000000004,0.6058549782846449,0.8144608885636846,0.613753666775487,-1.6771317859851806,-2.181538376885979,0.7,0.30000000000000004,0.6058549782846449,0.8144608885636846,0.6111745063644505,-0.8268958041644717,-1.0997009298914746,0.7,0.30000000000000004,0.6058549782846449,0.8144608885636846,0.5062621152161804
