Date,Clayton_VaR_99,Clayton_ES_99,Clayton_Weight_SPX,Clayton_Weight_DAX,Clayton_Vol_SPX,Clayton_Vol_DAX,Clayton_Rho,Clayton_Nu_SPX,Clayton_Nu_DAX,Gumbel_VaR_99,Gumbel_ES_99,Gumbel_Weight_SPX,Gumbel_Weight_DAX,Gumbel_Vol_SPX,Gumbel_Vol_DAX,Gumbel_Rho,Gumbel_Nu_SPX,Gumbel_Nu_DAX
2020-02-13,-2.01533142806098,-2.4910124859600153,0.63,0.37,0.7140839728899243,1.0820936971121828,0.7196113329163154,5.2864956922239665,6.320454923686511,-1.945799953947128,-2.3539986494931036,0.63,0.37,0.7140839728899243,1.0820936971121828,0.7196113329163154,5.2864956922239665,6.320454923686511
2020-02-14,-1.9416761975213588,-2.5090325673076235,0.63,0.37,0.703188066648948,1.037886123991998,0.7196113329163154,5.281687691849241,6.3115848042085565,-1.8733147398925536,-2.3795329469568043,0.63,0.37,0.703188066648948,1.037886123991998,0.7196113329163154,5.281687691849241,6.3115848042085565
2020-02-18,-1.8724649289975528,-2.3299454437087284,0.63,0.37,0.6606334622678932,0.9962001762626366,0.7196113329163154,5.2753258713960935,6.30269720107684,-1.7812588922432446,-2.1840253222697195,0.63,0.37,0.6606334622678932,0.9962001762626366,0.7196113329163154,5.2753258713960935,6.30269720107684
2020-02-19,-1.8873150417854279,-2.334015047557665,0.63,0.37,0.683202348989576,0.9705733586091331,0.7196113329163154,5.275496758806485,6.302134151859273,-1.8013714872363902,-2.263055091686555,0.63,0.37,0.683202348989576,0.9705733586091331,0.7196113329163154,5.275496758806485,6.302134151859273
2020-02-20,-1.776256108552782,-2.200105088818754,0.63,0.37,0.6407869303724342,0.9566750550670936,0.7196113329163154,5.274372038759148,6.305078133178083,-1.7658230522746112,-2.198555460555496,0.63,0.37,0.6407869303724342,0.9566750550670936,0.7196113329163154,5.274372038759148,6.305078133178083
2020-02-21,-1.843952419197645,-2.2899219893400495,0.63,0.37,0.678136707804437,0.9674348437775104,0.7196113329163154,5.277171571732157,6.317995873286792,-1.7849049726294743,-2.209328440511651,0.63,0.37,0.678136707804437,0.9674348437775104,0.7196113329163154,5.277171571732157,6.317995873286792
2020-02-24,-2.1226149901257028,-2.6590012965725283,0.608141320529497,0.391858679470503,0.862801260269399,0.9536682058600626,0.7196113329163154,5.288121332862419,6.322653361852494,-2.0546453058066763,-2.5354278434683613,0.608141320529497,0.391858679470503,0.862801260269399,0.9536682058600626,0.7196113329163154,5.288121332862419,6.322653361852494
2020-02-25,-3.791328444256436,-4.7974860093019025,0.3284596665339046,0.6715403334660954,1.685461223295863,1.561417539587383,0.7196113329163154,5.2207222506040765,6.189512772627631,-3.7456830674400785,-4.665863212480869,0.3284596665339046,0.6715403334660954,1.685461223295863,1.561417539587383,0.7196113329163154,5.2207222506040765,6.189512772627631
2020-02-26,-4.305539013624597,-5.238304540816359,0.27,0.73,2.2346392712813916,1.6073012160462306,0.7196113329163154,5.225150716247883,6.203878338406731,-4.21660391550623,-5.343951106584794,0.27,0.73,2.2346392712813916,1.6073012160462306,0.7196113329163154,5.225150716247883,6.203878338406731
2020-02-27,-4.232660586535313,-5.291863581554864,0.27,0.73,2.147270702799307,1.531650728911799,0.7196113329163154,5.222745196076935,6.196734869445111,-4.047575541781288,-5.093548229737744,0.27,0.73,2.147270702799307,1.531650728911799,0.7196113329163154,5.222745196076935,6.196734869445111
2020-02-28,-5.045524201163015,-6.249813464812766,0.27,0.73,2.9088835581773735,1.7808099511423174,0.7196113329163154,5.220469216112057,6.196309608488407,-4.832150842631772,-6.049012215397595,0.27,0.73,2.9088835581773735,1.7808099511423174,0.7196113329163154,5.220469216112057,6.196309608488407
2020-03-02,-5.625235727362931,-6.918431708672278,0.27,0.73,2.8391806844442993,2.103049219041089,0.7196113329163154,5.219070827721181,6.191959518252409,-5.547014390556215,-6.791570286956334,0.27,0.73,2.8391806844442993,2.103049219041089,0.7196113329163154,5.219070827721181,6.191959518252409
2020-03-03,-5.436020434806411,-6.700682092360338,0.27,0.73,2.5583791141521126,1.9986155955073888,0.7196113329163154,5.226534298997106,6.18540898869618,-5.229722699810437,-6.4968857639287565,0.27,0.73,2.5583791141521126,1.9986155955073888,0.7196113329163154,5.226534298997106,6.18540898869618
2020-03-04,-5.29903161445892,-6.548403855597406,0.27,0.73,2.807104869205355,1.9235128539551423,0.7196113329163154,5.233547075048399,6.183824571023868,-5.107224201606123,-6.447815993294115,0.27,0.73,2.807104869205355,1.9235128539551423,0.7196113329163154,5.233547075048399,6.183824571023868
2020-03-05,-5.108750445190577,-6.271173512827649,0.27,0.73,2.5293942011312276,1.8600894960841379,0.7196113329163154,5.241979959347534,6.184007456656662,-4.975220589553482,-6.236590935459748,0.27,0.73,2.5293942011312276,1.8600894960841379,0.7196113329163154,5.241979959347534,6.184007456656662
2020-03-06,-5.107260137567052,-6.403219249245647,0.27,0.73,2.9111923504894586,1.8364796230692555,0.7196113329163154,5.251482219812179,6.191632214335525,-4.942826125761856,-6.0644498106397196,0.27,0.73,2.9111923504894586,1.8364796230692555,0.7196113329163154,5.251482219812179,6.191632214335525
2020-03-09,-5.746384354869945,-7.171464572038017,0.27,0.73,2.995813968247895,2.055275961814156,0.7196113329163154,5.254663952545729,6.198966537018563,-5.517451695622477,-6.997347021045589,0.27,0.73,2.995813968247895,2.055275961814156,0.7196113329163154,5.254663952545729,6.198966537018563
2020-03-10,-8.686260915467201,-10.612430160310609,0.27,0.73,4.467925589138184,3.2574962728875554,0.7196113329163154,5.236236395226202,6.085117237865396,-8.47508410970949,-10.581269530210832,0.27,0.73,4.467925589138184,3.2574962728875554,0.7196113329163154,5.236236395226202,6.085117237865396
2020-03-11,-8.375719152132293,-10.204498344467938,0.27,0.73,3.9855245799455337,3.1192281186826367,0.7196113329163154,5.2421335812038015,6.08386655875529,-8.27395274434851,-10.260699651739014,0.27,0.73,3.9855245799455337,3.1192281186826367,0.7196113329163154,5.2421335812038015,6.08386655875529
2020-03-12,-8.224131443380381,-10.21210926034635,0.27,0.73,4.467686840406663,2.957085758179461,0.7196113329163154,5.2504238021314995,6.0771915379831905,-7.9292723530654765,-9.871808782595238,0.27,0.73,4.467686840406663,2.957085758179461,0.7196113329163154,5.2504238021314995,6.0771915379831905
2020-03-13,-13.474310876656528,-16.938958357084164,0.27,0.73,6.183642208706709,5.002568707826983,0.7196113329163154,5.2441010599698235,5.94710113709036,-12.978291945513414,-16.227748299711422,0.27,0.73,6.183642208706709,5.002568707826983,0.7196113329163154,5.2441010599698235,5.94710113709036
2020-03-16,-12.843152600174658,-16.02166747359852,0.27,0.73,5.465311214225062,4.73092696151766,0.7196113329163154,5.251886410195446,5.940823823401665,-12.323565072270908,-15.517237370642045,0.27,0.73,5.465311214225062,4.73092696151766,0.7196113329163154,5.251886410195446,5.940823823401665
2020-03-17,-13.645203022031573,-17.19213348863399,0.27,0.73,7.422988671930338,4.8132351888743505,0.7196113329163154,5.246700657489855,5.952618951825866,-13.119267696439186,-16.829753064444198,0.27,0.73,7.422988671930338,4.8132351888743505,0.7196113329163154,5.246700657489855,5.952618951825866
2020-03-18,-12.9693016255127,-16.084782109984825,0.27,0.73,6.53808889514158,4.603532959581869,0.7196113329163154,5.248451879276837,5.9503480781209905,-12.548228594068158,-15.938461889772313,0.27,0.73,6.53808889514158,4.603532959581869,0.7196113329163154,5.248451879276837,5.9503480781209905
2020-03-19,-13.220521253814011,-16.53750817816142,0.27,0.73,6.686970886793295,4.7320124608834115,0.7196113329163154,5.252435679713927,5.963309612877461,-12.64832888634913,-15.766441185255493,0.27,0.73,6.686970886793295,4.7320124608834115,0.7196113329163154,5.252435679713927,5.963309612877461
2020-03-20,-12.583985543172421,-15.434361155054047,0.27,0.73,5.920155181075663,4.5178848992432785,0.7196113329163154,5.2480360223817994,5.959749118363799,-11.82024234533988,-15.029410014314823,0.27,0.73,5.920155181075663,4.5178848992432785,0.7196113329163154,5.2480360223817994,5.959749118363799
2020-03-23,-12.146576104231663,-15.029648064340476,0.27,0.73,6.059899693416773,4.422451160120909,0.7196113329163154,5.251930265364488,5.964527596258844,-11.668222486082449,-14.434651958874108,0.27,0.73,6.059899693416773,4.422451160120909,0.7196113329163154,5.251930265364488,5.964527596258844
2020-03-24,-11.798350979912657,-14.653602348506778,0.27,0.73,5.966755768138849,4.244740299011877,0.7196113329163154,5.253054941242275,5.963806244284247,-11.210133926679088,-13.937848035987521,0.27,0.73,5.966755768138849,4.244740299011877,0.7196113329163154,5.253054941242275,5.963806244284247
2020-03-25,-13.032722022583885,-15.941043834250271,0.41922370231653316,0.5807762976834668,5.279323584175333,5.178991207348249,0.7196113329163154,5.259814099115048,5.951089573387352,-12.685286262479739,-15.517268806193526,0.41922370231653316,0.5807762976834668,5.279323584175333,5.178991207348249,0.7196113329163154,5.259814099115048,5.951089573387352
2020-03-26,-11.695826910508803,-14.6136407946571,0.5287628882258446,0.4712371117741554,4.6927846050909245,4.929781791894954,0.7196113329163154,5.2578859716590856,5.946840663018333,-11.429548545399257,-14.239153898718738,0.5287628882258446,0.4712371117741554,4.6927846050909245,4.929781791894954,0.7196113329163154,5.2578859716590856,5.946840663018333
2020-03-27,-11.066563663621405,-13.70564336963274,0.6266559688149154,0.37334403118508463,4.184466896536824,4.681850834471009,0.7196113329163154,5.2654157798185,5.941523974633423,-10.96329288411489,-13.682208449010647,0.6266559688149154,0.37334403118508463,4.184466896536824,4.681850834471009,0.7196113329163154,5.2654157798185,5.941523974633423
2020-03-30,-10.73573613422094,-13.10931230574258,0.5546001430181724,0.4453998569818276,4.303657947882839,4.595574905617365,0.7196113329163154,5.2689155577353715,5.947538035669058,-10.548630941600058,-12.978721065548115,0.5546001430181724,0.4453998569818276,4.303657947882839,4.595574905617365,0.7196113329163154,5.2689155577353715,5.947538035669058
2020-03-31,-10.311151967039537,-12.809421657322288,0.63,0.37,3.8425018335288117,4.389186088833206,0.7196113329163154,5.271863486701975,5.944539528036601,-9.854172419384057,-12.429063360937874,0.63,0.37,3.8425018335288117,4.389186088833206,0.7196113329163154,5.271863486701975,5.944539528036601
2020-04-01,-9.584065486093687,-12.144168205079652,0.63,0.37,3.695802828300086,4.1724995988514095,0.7196113329163154,5.2703187172311825,5.939518268477927,-9.450938454222165,-11.711490723937782,0.63,0.37,3.695802828300086,4.1724995988514095,0.7196113329163154,5.2703187172311825,5.939518268477927
2020-04-02,-10.224356299929754,-12.86638727250064,0.42296649423475957,0.5770335057652405,4.227865473352263,4.157214753819802,0.7196113329163154,5.278226775760771,5.9485684737530455,-9.99360659945742,-12.18754605313014,0.42296649423475957,0.5770335057652405,4.227865473352263,4.157214753819802,0.7196113329163154,5.278226775760771,5.9485684737530455
2020-04-03,-9.436478103077912,-11.426558888951924,0.5164147545768422,0.48358524542315784,3.778057161570983,3.9381346837135993,0.7196113329163154,5.277788891239711,5.942051790661674,-9.201927705692349,-11.529041361527678,0.5164147545768422,0.48358524542315784,3.778057161570983,3.9381346837135993,0.7196113329163154,5.277788891239711,5.942051790661674
2020-04-06,-8.98251261319894,-11.01562123796694,0.49102546150818227,0.5089745384918177,3.6394451073157303,3.7337783099103237,0.7196113329163154,5.276736815269144,5.936112594781552,-8.641650722833397,-10.77946360176017,0.49102546150818227,0.5089745384918177,3.6394451073157303,3.7337783099103237,0.7196113329163154,5.276736815269144,5.936112594781552
2020-04-07,-9.106660300533221,-11.416099187634652,0.63,0.37,3.270102284114109,3.942613504866242,0.7196113329163154,5.278343052702987,5.947495130873143,-8.691121246565565,-10.98840218338537,0.63,0.37,3.270102284114109,3.942613504866242,0.7196113329163154,5.278343052702987,5.947495130873143
2020-04-08,-8.053546889192159,-10.039295497745465,0.63,0.37,2.939237468794627,3.8286514913760623,0.7196113329163154,5.2744982407963175,5.950206770557822,-7.872896564459268,-9.75979396977014,0.63,0.37,2.939237468794627,3.8286514913760623,0.7196113329163154,5.2744982407963175,5.950206770557822
2020-04-09,-7.57238001939907,-9.26196938424381,0.63,0.37,2.6552081356270807,3.627741263973407,0.7196113329163154,5.281888579004356,5.943946146743653,-7.282995468363181,-9.02593060871364,0.63,0.37,2.6552081356270807,3.627741263973407,0.7196113329163154,5.281888579004356,5.943946146743653
2020-04-14,-6.99076671806514,-8.605667442041554,0.63,0.37,2.39715307639337,3.5014070746630326,0.7196113329163154,5.28308712987466,5.944844077470046,-6.614568247755272,-8.200234180804804,0.63,0.37,2.39715307639337,3.5014070746630326,0.7196113329163154,5.28308712987466,5.944844077470046
2020-04-15,-6.493903098056041,-7.958037506359676,0.63,0.37,2.173424259910713,3.335307163690586,0.7196113329163154,5.288117211494627,5.9410106794949415,-6.234214020813702,-7.6849173086726905,0.63,0.37,2.173424259910713,3.335307163690586,0.7196113329163154,5.288117211494627,5.9410106794949415
2020-04-16,-6.634458681862011,-8.277537548169864,0.63,0.37,2.390363503695848,3.4100050526434322,0.7196113329163154,5.294859109054737,5.952706168332207,-6.603439854437648,-8.175100635051814,0.63,0.37,2.390363503695848,3.4100050526434322,0.7196113329163154,5.294859109054737,5.952706168332207
2020-04-17,-6.307997473459782,-7.693305400948306,0.63,0.37,2.1637295143534927,3.2290455485790326,0.7196113329163154,5.2912478597697294,5.946290089098232,-6.072765800981417,-7.484721476593931,0.63,0.37,2.1637295143534927,3.2290455485790326,0.7196113329163154,5.2912478597697294,5.946290089098232
2020-04-20,-6.011566919828113,-7.38052853598549,0.63,0.37,1.971644077794654,3.2041435306952164,0.7196113329163154,5.298550547055864,5.953996761064358,-5.789919704720924,-7.1753924544809,0.63,0.37,1.971644077794654,3.2041435306952164,0.7196113329163154,5.298550547055864,5.953996761064358
2020-04-21,-5.852639003310734,-7.3360068926897695,0.63,0.37,2.1145082762831238,3.0354403789888176,0.7196113329163154,5.303970399445634,5.948022286721033,-5.791289386714306,-7.140532222940521,0.63,0.37,2.1145082762831238,3.0354403789888176,0.7196113329163154,5.303970399445634,5.948022286721033
2020-04-22,-6.814799051379867,-8.513309694272463,0.63,0.37,2.592118800915269,3.1629692621914645,0.7196113329163154,5.310720021488423,5.959711427933145,-6.4824826787562575,-8.260545506342973,0.63,0.37,2.592118800915269,3.1629692621914645,0.7196113329163154,5.310720021488423,5.959711427933145
2020-04-23,-6.38522832686412,-7.911166074883471,0.63,0.37,2.3474453173888783,3.033813570742944,0.7196113329163154,5.3145661435758305,5.958551985494125,-6.374534070115704,-7.9007814088318,0.63,0.37,2.3474453173888783,3.033813570742944,0.7196113329163154,5.3145661435758305,5.958551985494125
2020-04-24,-5.945523543519637,-7.416686511705808,0.63,0.37,2.1335065014442054,2.885170503156133,0.7196113329163154,5.310330500630367,5.954104355183119,-5.535288036216445,-6.916433337264423,0.63,0.37,2.1335065014442054,2.885170503156133,0.7196113329163154,5.310330500630367,5.954104355183119
2020-04-27,-5.510260553001909,-6.7668661573253415,0.63,0.37,1.9403863924921159,2.789688016839933,0.7196113329163154,5.3118837746135,5.956111824340255,-5.347797970174274,-6.61433368506492,0.63,0.37,1.9403863924921159,2.789688016839933,0.7196113329163154,5.3118837746135,5.956111824340255
2020-04-28,-5.3226203109187935,-6.533173393223323,0.63,0.37,1.768714973246374,2.8099611020938733,0.7196113329163154,5.3156182524470355,5.96584228139842,-5.110290371480219,-6.309374730761473,0.63,0.37,1.768714973246374,2.8099611020938733,0.7196113329163154,5.3156182524470355,5.96584228139842
2020-04-29,-4.935394089314201,-6.059128302153568,0.63,0.37,1.702608492235919,2.6866476637894023,0.7196113329163154,5.312862870487105,5.963558853691181,-4.834801161634531,-6.008741801107158,0.63,0.37,1.702608492235919,2.6866476637894023,0.7196113329163154,5.312862870487105,5.963558853691181
2020-04-30,-4.933604656740583,-6.058218448578983,0.63,0.37,1.5601349882382824,2.693076042026673,0.7196113329163154,5.3198098637949345,5.972529328487583,-4.7357318106368895,-5.760665408226822,0.63,0.37,1.5601349882382824,2.693076042026673,0.7196113329163154,5.3198098637949345,5.972529328487583
2020-05-04,-4.850964000238812,-5.979616416075296,0.63,0.37,1.5763982260963807,2.655260398416246,0.7196113329163154,5.320239860281544,5.979571243631707,-4.555489789167444,-5.760095230396175,0.63,0.37,1.5763982260963807,2.655260398416246,0.7196113329163154,5.320239860281544,5.979571243631707
2020-05-05,-5.321873983303577,-6.538000927292918,0.63,0.37,1.9638762249295225,2.786771933212787,0.7196113329163154,5.327480922496763,5.991792709715199,-5.2355593742945725,-6.632228205629828,0.63,0.37,1.9638762249295225,2.786771933212787,0.7196113329163154,5.327480922496763,5.991792709715199
2020-05-06,-5.230251226983724,-6.448803872102211,0.63,0.37,1.7926897267765574,2.7472731987149386,0.7196113329163154,5.324794538288997,5.9981533073082245,-5.067935045446478,-6.12416384723663,0.63,0.37,1.7926897267765574,2.7472731987149386,0.7196113329163154,5.324794538288997,5.9981533073082245
2020-05-07,-5.117172228395913,-6.259204110611403,0.63,0.37,1.7660211011838007,2.632549435445977,0.7196113329163154,5.323359818969541,5.996559469292794,-4.875507561914067,-6.179381573237844,0.63,0.37,1.7660211011838007,2.632549435445977,0.7196113329163154,5.323359818969541,5.996559469292794
2020-05-08,-4.743403347830548,-5.865489397497951,0.63,0.37,1.6147230649132343,2.5308359387091284,0.7196113329163154,5.324206598056437,5.995917825995416,-4.64812778757058,-5.772026701385354,0.63,0.37,1.6147230649132343,2.5308359387091284,0.7196113329163154,5.324206598056437,5.995917825995416
2020-05-11,-4.499664113072381,-5.530735136103105,0.63,0.37,1.4788035438214682,2.4306477060374307,0.7196113329163154,5.3311387314793,5.9949839815228545,-4.347531245088662,-5.353903376541852,0.63,0.37,1.4788035438214682,2.4306477060374307,0.7196113329163154,5.3311387314793,5.9949839815228545
2020-05-12,-4.086717469028792,-5.036340052560175,0.63,0.37,1.3591450358059507,2.3163771457703977,0.7196113329163154,5.326572899796955,5.991540510239825,-4.018251766993997,-4.945671697620148,0.63,0.37,1.3591450358059507,2.3163771457703977,0.7196113329163154,5.326572899796955,5.991540510239825
2020-05-13,-4.496478955721436,-5.527209879255273,0.63,0.37,1.6815733154213914,2.1928579263008805,0.7196113329163154,5.334572179507346,5.985396346761749,-4.319010799411502,-5.357061788176632,0.63,0.37,1.6815733154213914,2.1928579263008805,0.7196113329163154,5.334572179507346,5.985396346761749
