Date,u_spx,u_dax
2007-01-04,0.5237911035168253,0.3455679569322849
2007-01-05,0.13055078611072157,0.07131035368038502
2007-01-08,0.5865205393102408,0.5629075919659938
2007-01-09,0.4075205600620626,0.5107933201233156
2007-01-10,0.574984831198445,0.17381338033929505
2007-01-11,0.8297053270073668,0.9643173358242548
2007-01-12,0.7536106288282876,0.5759892194321576
2007-01-16,0.4965075938608621,0.5398307302360758
2007-01-17,0.37262162642209873,0.3689577905370411
2007-01-18,0.23737448359144503,0.38417025800125354
2007-01-19,0.6489439160595235,0.8112015140101223
2007-01-22,0.13130562214564784,0.14096547044035077
2007-01-23,0.6840838105306151,0.40846634867424364
2007-01-24,0.9004479301800344,0.856525976574446
2007-01-25,0.04315374860560719,0.2843986421059097
2007-01-26,0.39100322911733476,0.2777039544141326
2007-01-29,0.3914857579375968,0.7011128554942363
2007-01-30,0.7588911297808231,0.8346550436933179
2007-01-31,0.7937626206990402,0.4686580187530639
2007-02-01,0.7413992532750526,0.8359611736579426
2007-02-02,0.5495101686887837,0.692359195828242
2007-02-05,0.3861257534995733,0.38018818998133325
2007-02-06,0.4888491684191903,0.472029704548777
2007-02-07,0.5364357320693878,0.7385513016326357
2007-02-08,0.3563341212763552,0.20567481596593878
2007-02-09,0.08986538312283383,0.7060734049922004
2007-02-12,0.25193492616970536,0.1465041054311334
2007-02-13,0.8536209683354701,0.7133305306810396
2007-02-14,0.8441833073795717,0.8607937775884674
2007-02-15,0.5103702293642085,0.4415344324471171
2007-02-16,0.39041953964073906,0.44717024879847406
2007-02-20,0.6288769875659881,0.6516278693909614
2007-02-21,0.347500025550055,0.18579211344675606
2007-02-22,0.3789983343752449,0.6956450409956976
2007-02-23,0.21312119543507255,0.6032584163850727
2007-02-26,0.3498909388207546,0.7207145115808795
2007-02-27,0.0004711728448678424,0.0016831829666036446
2007-02-28,0.6203125161020743,0.10134823073444711
2007-03-01,0.4043849262762158,0.1752342806609462
2007-03-02,0.1886739131535974,0.30699017949479984
2007-03-05,0.2275073829039568,0.18478357833876521
2007-03-06,0.8505754122673241,0.7515951212225834
2007-03-07,0.40288585904203517,0.5877792985147873
2007-03-08,0.6863560317218513,0.8686148125821826
2007-03-09,0.49374564089505446,0.4896791629659588
2007-03-12,0.5636828105615774,0.4665091662691905
2007-03-13,0.043789008172420915,0.10494836567417204
2007-03-14,0.670310263127966,0.020910947368626212
2007-03-15,0.5896902394312448,0.9113444295064744
2007-03-16,0.3437925193738794,0.45568514202665344
2007-03-19,0.8076602746837156,0.8136818611742809
2007-03-20,0.6874149075740279,0.598492677488553
2007-03-21,0.9147915728417401,0.5283333875766435
2007-03-22,0.45868586923833143,0.9266861906381653
2007-03-23,0.5082764457231523,0.6478616686455052
2007-03-26,0.5039260795980268,0.21221247823435305
2007-03-27,0.2368081115337289,0.6040159382028527
2007-03-28,0.18418191635203235,0.2978585346314008
2007-03-29,0.6180265807457669,0.8028306784169813
2007-03-30,0.4103041126772142,0.5671903367352313
2007-04-02,0.5806165052420816,0.5706763438163571
2007-04-03,0.838892559782225,0.8875848943988841
2007-04-04,0.5119021439541163,0.6068999645049007
2007-04-05,0.6102794144165672,0.5993871261968656
2007-04-10,0.6238697398067611,0.7771931910910254
2007-04-11,0.15763833315358264,0.40099038555041233
2007-04-12,0.7616324247590847,0.41759637709782815
2007-04-13,0.6410987774202803,0.8029137372078325
2007-04-16,0.9008547621459062,0.932079590522205
2007-04-17,0.566892804156268,0.5244304701493044
2007-04-18,0.4903171074447131,0.18233211112714165
2007-04-19,0.3805598303449518,0.28009610471478774
2007-04-20,0.8827779542683976,0.8799736756444801
2007-04-23,0.32656351357885127,0.4357254231990434
2007-04-24,0.42831091368326424,0.18101988156183374
2007-04-25,0.9040804398169638,0.8042407748053831
2007-04-26,0.40833211216637416,0.6893305104378775
2007-04-27,0.4418790870984658,0.42152449646028556
2007-04-30,0.10653354495370082,0.6348383392559644
2007-05-02,0.8637143867506805,0.7192168949974909
2007-05-03,0.6777628752172602,0.5851237127069779
2007-05-04,0.5713598047063991,0.6934375005000493
2007-05-07,0.5987731221631232,0.518004031537569
2007-05-08,0.37663741368685394,0.0935625986825263
2007-05-09,0.6473679038130198,0.6608315574772322
2007-05-10,0.023792002250597268,0.16217091681266954
2007-05-11,0.8428087770385527,0.8034180251277625
2007-05-14,0.37698835653780377,0.3503801875084043
2007-05-15,0.39361944097821233,0.7278377414768354
2007-05-16,0.832415365032762,0.3201148368677296
2007-05-17,0.40968115604632854,0.57822627762517
2007-05-18,0.7735170756166803,0.9355086215526262
2007-05-21,0.5366662206033731,0.5337665103395883
2007-05-22,0.4140903643603044,0.6965896434559131
2007-05-23,0.37724252409109543,0.8511853448797686
2007-05-24,0.06959599382077004,0.25432408088105857
2007-05-25,0.7292587223785318,0.7047279703421245
2007-05-29,0.5390481923007772,0.7071960204712726
2007-05-30,0.8385025172945908,0.36382082087835466
2007-05-31,0.4652412726603888,0.9457214269323226
2007-06-01,0.6651885622914913,0.9022657683251353
2007-06-04,0.5607387795099215,0.4088974268943861
2007-06-05,0.16665038510294242,0.1985138140243447
2007-06-06,0.08320571831972283,0.013802475796412585
2007-06-07,0.021178375460770293,0.11185421170558182
2007-06-08,0.8385833629649737,0.3581833522692562
2007-06-11,0.5036896581575991,0.8732962595443132
2007-06-12,0.12986498866729224,0.3596327801174122
2007-06-13,0.8999555912642433,0.4841197061929561
2007-06-14,0.639083931338073,0.9499501123990561
2007-06-15,0.7033993990696856,0.9413244006274818
2007-06-18,0.4175670172619502,0.49679065411168044
2007-06-19,0.5366207475066517,0.46659609583587536
2007-06-20,0.07214126405756634,0.6868227596613006
2007-06-21,0.6975863939618372,0.10650365582244448
2007-06-22,0.09702546539056603,0.41765686128461005
2007-06-25,0.3511612486471487,0.3986315758928227
2007-06-26,0.34246565428884024,0.2143114613320874
2007-06-27,0.7931971748720145,0.24354784422972786
2007-06-28,0.4462612297059899,0.8802901513626261
2007-06-29,0.3929057111125108,0.7908641964776383
2007-07-02,0.8605479776115593,0.2829558843254568
2007-07-03,0.6198552231401834,0.8142547943728703
2007-07-05,0.47524870328169044,0.23211799010919576
2007-07-06,0.6207186656330035,0.7212191007865032
2007-07-09,0.5028898073204227,0.5986640797556857
2007-07-10,0.03773657764414401,0.10025195955791903
2007-07-11,0.7020871294530306,0.21651866718189575
2007-07-12,0.959116089924421,0.9330657004892441
2007-07-13,0.58157007418536,0.6294984340336818
2007-07-16,0.3921512784414034,0.5269835836873564
2007-07-17,0.45988940331432604,0.21576822925003195
2007-07-18,0.37257521068250654,0.06388812772946083
2007-07-19,0.6620899087580732,0.816344591887823
2007-07-20,0.07546573844308604,0.11883364451565244
2007-07-23,0.6652651177580889,0.7306759672699001
2007-07-24,0.028481924689716016,0.08823027529214479
2007-07-25,0.6262686385923777,0.13293362442389595
2007-07-26,0.034246885527157135,0.05101586414513397
2007-07-27,0.1318042986145452,0.2909690807594266
