Date,Gaussian_VaR_99,Gaussian_ES_99,Gaussian_Weight_SPX,Gaussian_Weight_DAX,Gaussian_Vol_SPX,Gaussian_Vol_DAX,StudentT_VaR_99,StudentT_ES_99,StudentT_Weight_SPX,StudentT_Weight_DAX,StudentT_Vol_SPX,StudentT_Vol_DAX,Gumbel_VaR_99,Gumbel_ES_99,Gumbel_Weight_SPX,Gumbel_Weight_DAX,Gumbel_Vol_SPX,Gumbel_Vol_DAX,Clayton_VaR_99,Clayton_ES_99,Clayton_Weight_SPX,Clayton_Weight_DAX,Clayton_Vol_SPX,Clayton_Vol_DAX
2020-01-02,-1.7565405571457058,-2.2464285868311973,0.8,0.19999999999999996,54.55961089922914,76.68023213811007,-1.8015166986518902,-2.2850012071754326,0.8,0.19999999999999996,54.55961089922914,76.68023213811007,-0.6999670725971555,-0.8954034705538856,0.8,0.19999999999999996,54.55961089922914,76.68023213811007,-1.6054966187207673,-2.1309899255529983,0.8,0.19999999999999996,54.55961089922914,76.68023213811007
2020-01-03,-1.6809230701405722,-2.1986408013766234,0.8,0.19999999999999996,52.67649228090018,79.62281203231574,-1.7983012743590214,-2.3962048050438605,0.8,0.19999999999999996,52.67649228090018,79.62281203231574,-0.6963583169570111,-0.88877642598394,0.8,0.19999999999999996,52.67649228090018,79.62281203231574,-1.5575427398373534,-2.0833295808760823,0.8,0.19999999999999996,52.67649228090018,79.62281203231574
2020-01-06,-2.0478463493457033,-2.7135700322474907,0.8,0.19999999999999996,64.32857357944066,86.9445720462887,-2.100101111376311,-2.76150103915354,0.8,0.19999999999999996,64.32857357944066,86.9445720462887,-0.8196054888770467,-1.0537954229263622,0.8,0.19999999999999996,64.32857357944066,86.9445720462887,-1.879658930419725,-2.394234164300394,0.8,0.19999999999999996,64.32857357944066,86.9445720462887
2020-01-07,-1.9205378012319934,-2.5343798402657667,0.8,0.19999999999999996,61.28288309555534,87.04580376669593,-2.039674391613406,-2.631814118557095,0.8,0.19999999999999996,61.28288309555534,87.04580376669593,-0.8005257059758762,-1.0494406618989427,0.8,0.19999999999999996,61.28288309555534,87.04580376669593,-1.7890923474167033,-2.412979299995932,0.8,0.19999999999999996,61.28288309555534,87.04580376669593
2020-01-08,-1.9445705973494993,-2.430640739221093,0.8,0.19999999999999996,61.07668218644091,86.35700496358079,-2.0227783563492197,-2.6400963211056214,0.8,0.19999999999999996,61.07668218644091,86.35700496358079,-0.7869838517074451,-1.0025378207579976,0.8,0.19999999999999996,61.07668218644091,86.35700496358079,-1.8133641368578586,-2.3949931226619072,0.8,0.19999999999999996,61.07668218644091,86.35700496358079
2020-01-09,-1.8929775101413113,-2.471056843029533,0.8,0.19999999999999996,58.39830215114693,85.37884585668137,-1.9282137342217551,-2.5116949906662205,0.8,0.19999999999999996,58.39830215114693,85.37884585668137,-0.7612334518824757,-0.9864393915669993,0.8,0.19999999999999996,58.39830215114693,85.37884585668137,-1.7745973964260577,-2.2712969221901855,0.8,0.19999999999999996,58.39830215114693,85.37884585668137
2020-01-10,-1.8490126405257288,-2.442579760457038,0.8,0.19999999999999996,56.00252774638712,90.32007563796792,-1.9015536499352035,-2.4606682774915787,0.8,0.19999999999999996,56.00252774638712,90.32007563796792,-0.7349289768822177,-0.902586915153147,0.8,0.19999999999999996,56.00252774638712,90.32007563796792,-1.6746987973671867,-2.2136668906422914,0.8,0.19999999999999996,56.00252774638712,90.32007563796792
2020-01-13,-1.867520373978398,-2.368375917490508,0.8,0.19999999999999996,56.665634741166464,87.07956240744774,-1.9228096542193418,-2.5211106090763913,0.8,0.19999999999999996,56.665634741166464,87.07956240744774,-0.7335029483580274,-0.9412239088110756,0.8,0.19999999999999996,56.665634741166464,87.07956240744774,-1.6852869512822843,-2.1673342591850715,0.8,0.19999999999999996,56.665634741166464,87.07956240744774
2020-01-14,-1.8008553929330855,-2.3668485028434523,0.8,0.19999999999999996,54.48017999768255,84.44509541704082,-1.8581565161414713,-2.401321950253854,0.8,0.19999999999999996,54.48017999768255,84.44509541704082,-0.7074468657682407,-0.9008537957123761,0.8,0.19999999999999996,54.48017999768255,84.44509541704082,-1.5953662767010433,-2.0755479536738073,0.8,0.19999999999999996,54.48017999768255,84.44509541704082
2020-01-15,-1.7461663895870565,-2.280745505779975,0.8,0.19999999999999996,53.57481726819931,81.43646762163625,-1.7836875639417045,-2.339360505817955,0.8,0.19999999999999996,53.57481726819931,81.43646762163625,-0.6976185175466769,-0.9170545667756045,0.8,0.19999999999999996,53.57481726819931,81.43646762163625,-1.5835451376779617,-2.0342587831125782,0.8,0.19999999999999996,53.57481726819931,81.43646762163625
2020-01-16,-1.6852666388701198,-2.2001605609847745,0.8,0.19999999999999996,51.68842241332778,79.03370358229863,-1.7401011707450744,-2.2689990036974406,0.8,0.19999999999999996,51.68842241332778,79.03370358229863,-0.6853923997606851,-0.8634793617389642,0.8,0.19999999999999996,51.68842241332778,79.03370358229863,-1.5521664880198285,-2.028066889602314,0.8,0.19999999999999996,51.68842241332778,79.03370358229863
2020-01-17,-1.6645714533269385,-2.1621600324728156,0.8,0.19999999999999996,50.0825519463956,76.42087136864718,-1.7115754974594373,-2.2873196337597417,0.8,0.19999999999999996,50.0825519463956,76.42087136864718,-0.654180435033111,-0.8382940004308289,0.8,0.19999999999999996,50.0825519463956,76.42087136864718,-1.459940128827772,-1.888658706260404,0.8,0.19999999999999996,50.0825519463956,76.42087136864718
