Date,Gaussian_VaR,Gaussian_ES,Gaussian_wSPX,Gaussian_wDAX,Gaussian_volSPX,Gaussian_volDAX,StudentT_VaR,StudentT_ES,StudentT_wSPX,StudentT_wDAX,StudentT_volSPX,StudentT_volDAX,Clayton_VaR,Clayton_ES,Clayton_wSPX,Clayton_wDAX,Clayton_volSPX,Clayton_volDAX,Gumbel_VaR,Gumbel_ES,Gumbel_wSPX,Gumbel_wDAX,Gumbel_volSPX,Gumbel_volDAX
2020-11-19,-3.088128,-3.795335,0.400477,0.599523,0.825796,0.764626,-3.311079,-3.987948,0.300000,0.700000,0.825796,0.764626,-3.446849,-4.149499,0.404123,0.595877,0.825796,0.764626,-2.642488,-3.133679,0.409250,0.590750,0.825796,0.764626
2020-11-20,-2.903316,-3.528207,0.517583,0.482417,0.732395,0.742356,-3.145820,-3.841329,0.535711,0.464289,0.732395,0.742356,-3.184744,-3.906694,0.516934,0.483066,0.732395,0.742356,-2.515905,-2.957445,0.516023,0.483977,0.732395,0.742356
2020-11-23,-2.712333,-3.299549,0.368389,0.631611,0.741708,0.669586,-2.886272,-3.537155,0.300000,0.700000,0.741708,0.669586,-2.940844,-3.536889,0.373183,0.626817,0.741708,0.669586,-2.314926,-2.763295,0.379929,0.620071,0.741708,0.669586
2020-11-24,-2.430768,-2.965881,0.381234,0.618766,0.662843,0.604518,-2.584139,-3.122541,0.300000,0.700000,0.662843,0.604518,-2.689575,-3.317520,0.385571,0.614429,0.662843,0.604518,-2.079686,-2.438813,0.391672,0.608328,0.662843,0.604518
2020-11-25,-2.482446,-2.992011,0.573627,0.426373,0.617643,0.653717,-2.698319,-3.238847,0.648927,0.351073,0.617643,0.653717,-2.779632,-3.366644,0.570920,0.429080,0.617643,0.653717,-2.121159,-2.504382,0.567116,0.432884,0.617643,0.653717
2020-11-27,-2.276376,-2.765492,0.569131,0.430869,0.559824,0.590457,-2.402786,-2.925078,0.639905,0.360095,0.559824,0.590457,-2.527736,-3.053704,0.566589,0.433411,0.559824,0.590457,-1.897731,-2.240977,0.563015,0.436985,0.559824,0.590457
2020-11-30,-2.090652,-2.556807,0.581656,0.418344,0.509950,0.543114,-2.268310,-2.760099,0.665006,0.334994,0.509950,0.543114,-2.268978,-2.783871,0.578658,0.421342,0.509950,0.543114,-1.743881,-2.059972,0.574442,0.425558,0.509950,0.543114
2020-12-01,-2.025803,-2.485500,0.459333,0.540667,0.531135,0.514782,-2.193438,-2.625571,0.417495,0.582505,0.531135,0.514782,-2.306064,-2.813641,0.460832,0.539168,0.531135,0.514782,-1.749018,-2.056434,0.462939,0.537061,0.531135,0.514782
2020-12-02,-1.964612,-2.374448,0.531676,0.468324,0.497216,0.509471,-2.100782,-2.560465,0.564298,0.435702,0.497216,0.509471,-2.160665,-2.687143,0.530508,0.469492,0.497216,0.509471,-1.659665,-1.944103,0.528866,0.471134,0.497216,0.509471
2020-12-03,-1.891467,-2.288282,0.626417,0.373583,0.458862,0.506193,-2.016288,-2.448262,0.700000,0.300000,0.458862,0.506193,-2.073452,-2.555849,0.621807,0.378193,0.458862,0.506193,-1.634691,-1.926691,0.615322,0.384678,0.458862,0.506193
2020-12-04,-1.790640,-2.211092,0.680042,0.319958,0.431571,0.497136,-1.948050,-2.365932,0.700000,0.300000,0.431571,0.497136,-1.951867,-2.394532,0.673560,0.326440,0.431571,0.497136,-1.569403,-1.876129,0.664430,0.335570,0.431571,0.497136
2020-12-07,-1.732883,-2.103149,0.660135,0.339865,0.413686,0.468858,-1.839274,-2.226402,0.700000,0.300000,0.413686,0.468858,-1.912342,-2.336205,0.654339,0.345661,0.413686,0.468858,-1.463610,-1.715352,0.646179,0.353821,0.413686,0.468858
2020-12-08,-1.633053,-1.995105,0.637148,0.362852,0.403167,0.448568,-1.762732,-2.136081,0.700000,0.300000,0.403167,0.448568,-1.876786,-2.290949,0.632158,0.367842,0.403167,0.448568,-1.421362,-1.669513,0.625136,0.374864,0.403167,0.448568
2020-12-09,-1.580228,-1.915180,0.627818,0.372182,0.383595,0.423633,-1.724688,-2.102908,0.700000,0.300000,0.383595,0.423633,-1.733433,-2.122855,0.623159,0.376841,0.383595,0.423633,-1.339848,-1.573253,0.616603,0.383397,0.383595,0.423633
2020-12-10,-1.809331,-2.196039,0.300000,0.700000,0.552295,0.420307,-1.902125,-2.300662,0.300000,0.700000,0.552295,0.420307,-1.972572,-2.452902,0.300000,0.700000,0.552295,0.420307,-1.537602,-1.843196,0.300000,0.700000,0.552295,0.420307
2020-12-11,-1.747021,-2.109899,0.300000,0.700000,0.519029,0.421709,-1.895143,-2.291242,0.300000,0.700000,0.519029,0.421709,-1.958813,-2.353089,0.300000,0.700000,0.519029,0.421709,-1.552757,-1.850574,0.300000,0.700000,0.519029,0.421709
2020-12-14,-2.093474,-2.530502,0.700000,0.300000,0.486703,0.603574,-2.226695,-2.704331,0.700000,0.300000,0.486703,0.603574,-2.272839,-2.769941,0.700000,0.300000,0.486703,0.603574,-1.840474,-2.208078,0.700000,0.300000,0.486703,0.603574
2020-12-15,-2.196645,-2.626947,0.682131,0.317869,0.515424,0.594750,-2.314206,-2.771496,0.700000,0.300000,0.515424,0.594750,-2.360063,-2.933689,0.675578,0.324422,0.515424,0.594750,-1.895480,-2.241627,0.666348,0.333652,0.515424,0.594750
2020-12-16,-2.129225,-2.618908,0.700000,0.300000,0.488928,0.618126,-2.264266,-2.727596,0.700000,0.300000,0.488928,0.618126,-2.317078,-2.862015,0.700000,0.300000,0.488928,0.618126,-1.848965,-2.200203,0.700000,0.300000,0.488928,0.618126
2020-12-17,-2.149274,-2.573170,0.700000,0.300000,0.451882,0.712069,-2.263281,-2.761177,0.700000,0.300000,0.451882,0.712069,-2.320464,-2.804015,0.700000,0.300000,0.451882,0.712069,-1.826760,-2.128459,0.700000,0.300000,0.451882,0.712069
2020-12-18,-2.018030,-2.439626,0.700000,0.300000,0.424976,0.670142,-2.140372,-2.615636,0.700000,0.300000,0.424976,0.670142,-2.170628,-2.674249,0.700000,0.300000,0.424976,0.670142,-1.684948,-1.988568,0.700000,0.300000,0.424976,0.670142
2020-12-21,-2.005950,-2.415275,0.700000,0.300000,0.440707,0.613613,-2.095194,-2.545461,0.700000,0.300000,0.440707,0.613613,-2.155985,-2.656277,0.700000,0.300000,0.440707,0.613613,-1.725503,-2.022517,0.700000,0.300000,0.440707,0.613613
2020-12-22,-2.584973,-3.142098,0.700000,0.300000,0.476274,1.064363,-2.785021,-3.418646,0.700000,0.300000,0.476274,1.064363,-2.813291,-3.383247,0.700000,0.300000,0.476274,1.064363,-2.196556,-2.560571,0.700000,0.300000,0.476274,1.064363
2020-12-23,-2.434196,-2.953723,0.700000,0.300000,0.465899,1.007507,-2.681879,-3.290707,0.700000,0.300000,0.465899,1.007507,-2.785473,-3.344115,0.700000,0.300000,0.465899,1.007507,-2.117818,-2.446138,0.700000,0.300000,0.465899,1.007507
2020-12-28,-2.364357,-2.874262,0.700000,0.300000,0.432727,0.958294,-2.543594,-3.048832,0.700000,0.300000,0.432727,0.958294,-2.561454,-3.157247,0.700000,0.300000,0.432727,0.958294,-1.971762,-2.330692,0.700000,0.300000,0.432727,0.958294
2020-12-29,-2.279387,-2.755473,0.700000,0.300000,0.423566,0.950154,-2.516129,-3.097364,0.700000,0.300000,0.423566,0.950154,-2.534828,-3.148524,0.700000,0.300000,0.423566,0.950154,-1.933935,-2.288257,0.700000,0.300000,0.423566,0.950154
2020-12-30,-2.130284,-2.559490,0.700000,0.300000,0.410637,0.843232,-2.299376,-2.785806,0.700000,0.300000,0.410637,0.843232,-2.321783,-2.871113,0.700000,0.300000,0.410637,0.843232,-1.822917,-2.166886,0.700000,0.300000,0.410637,0.843232
2021-01-04,-1.975019,-2.417278,0.700000,0.300000,0.388321,0.757932,-2.131496,-2.557661,0.700000,0.300000,0.388321,0.757932,-2.180042,-2.638127,0.700000,0.300000,0.388321,0.757932,-1.695388,-1.975647,0.700000,0.300000,0.388321,0.757932
2021-01-05,-2.437024,-2.910882,0.700000,0.300000,0.575931,0.676387,-2.647714,-3.195657,0.700000,0.300000,0.575931,0.676387,-2.735801,-3.321600,0.696084,0.303916,0.575931,0.676387,-2.158793,-2.560139,0.685840,0.314160,0.575931,0.676387
2021-01-06,-2.273904,-2.756981,0.700000,0.300000,0.526111,0.639160,-2.425870,-2.958589,0.700000,0.300000,0.526111,0.639160,-2.495736,-3.047942,0.700000,0.300000,0.526111,0.639160,-1.979010,-2.374091,0.700000,0.300000,0.526111,0.639160
2021-01-07,-2.292224,-2.803926,0.700000,0.300000,0.485195,0.771876,-2.446871,-2.956614,0.700000,0.300000,0.485195,0.771876,-2.503742,-3.113356,0.700000,0.300000,0.485195,0.771876,-1.973291,-2.356147,0.700000,0.300000,0.485195,0.771876
2021-01-08,-2.199581,-2.629372,0.700000,0.300000,0.474233,0.702665,-2.297611,-2.764504,0.700000,0.300000,0.474233,0.702665,-2.380285,-2.888534,0.700000,0.300000,0.474233,0.702665,-1.873596,-2.202787,0.700000,0.300000,0.474233,0.702665
2021-01-11,-2.010673,-2.420132,0.700000,0.300000,0.444326,0.648319,-2.149901,-2.605327,0.700000,0.300000,0.444326,0.648319,-2.202915,-2.654338,0.700000,0.300000,0.444326,0.648319,-1.782851,-2.094011,0.700000,0.300000,0.444326,0.648319
2021-01-12,-2.298020,-2.789021,0.700000,0.300000,0.534485,0.646344,-2.435144,-2.961787,0.700000,0.300000,0.534485,0.646344,-2.485763,-3.042376,0.700000,0.300000,0.534485,0.646344,-2.038631,-2.432686,0.700000,0.300000,0.534485,0.646344
2021-01-13,-2.105869,-2.550713,0.700000,0.300000,0.489488,0.585678,-2.224884,-2.724258,0.700000,0.300000,0.489488,0.585678,-2.245060,-2.773238,0.700000,0.300000,0.489488,0.585678,-1.835555,-2.164970,0.700000,0.300000,0.489488,0.585678
2021-01-14,-1.900604,-2.309110,0.700000,0.300000,0.451867,0.533421,-2.032154,-2.474216,0.700000,0.300000,0.451867,0.533421,-2.101425,-2.573408,0.700000,0.300000,0.451867,0.533421,-1.674893,-1.994349,0.691469,0.308531,0.451867,0.533421
2021-01-15,-1.908969,-2.309881,0.571408,0.428592,0.470687,0.497320,-2.047417,-2.503267,0.644477,0.355523,0.470687,0.497320,-2.078170,-2.534619,0.568783,0.431217,0.470687,0.497320,-1.626924,-1.887653,0.565092,0.434908,0.470687,0.497320
2021-01-19,-2.413917,-2.916002,0.638822,0.361178,0.591961,0.659503,-2.598183,-3.163066,0.700000,0.300000,0.591961,0.659503,-2.737092,-3.296716,0.633772,0.366228,0.591961,0.659503,-2.094529,-2.470388,0.626667,0.373333,0.591961,0.659503
2021-01-20,-2.252830,-2.704048,0.623059,0.376941,0.541141,0.595371,-2.410724,-2.959414,0.700000,0.300000,0.541141,0.595371,-2.413714,-2.914083,0.618569,0.381431,0.541141,0.595371,-1.939956,-2.276438,0.612252,0.387748,0.541141,0.595371
2021-01-21,-2.155592,-2.606466,0.649848,0.350152,0.516352,0.580376,-2.310942,-2.858699,0.700000,0.300000,0.516352,0.580376,-2.429847,-2.947117,0.644410,0.355590,0.516352,0.580376,-1.868780,-2.226628,0.636758,0.363242,0.516352,0.580376
2021-01-22,-1.971243,-2.397741,0.651214,0.348786,0.472924,0.532149,-2.122867,-2.552730,0.700000,0.300000,0.472924,0.532149,-2.103885,-2.604093,0.645729,0.354271,0.472924,0.532149,-1.711595,-2.029416,0.638009,0.361991,0.472924,0.532149
2021-01-25,-1.942257,-2.321784,0.566975,0.433025,0.474148,0.499257,-2.030337,-2.523704,0.635574,0.364426,0.474148,0.499257,-2.066997,-2.584281,0.564512,0.435488,0.474148,0.499257,-1.607227,-1.896273,0.561049,0.438951,0.474148,0.499257
2021-01-26,-2.092048,-2.521453,0.700000,0.300000,0.440281,0.711147,-2.241140,-2.738940,0.700000,0.300000,0.440281,0.711147,-2.350390,-2.867632,0.700000,0.300000,0.440281,0.711147,-1.767714,-2.091798,0.700000,0.300000,0.440281,0.711147
2021-01-27,-2.096243,-2.541076,0.700000,0.300000,0.422750,0.799336,-2.263671,-2.724786,0.700000,0.300000,0.422750,0.799336,-2.313287,-2.834774,0.700000,0.300000,0.422750,0.799336,-1.798171,-2.122366,0.700000,0.300000,0.422750,0.799336
2021-01-28,-4.121394,-5.013547,0.300000,0.700000,1.367623,0.923870,-4.365650,-5.377851,0.300000,0.700000,1.367623,0.923870,-4.547688,-5.574779,0.300000,0.700000,1.367623,0.923870,-3.612167,-4.216741,0.300000,0.700000,1.367623,0.923870
2021-01-29,-3.652679,-4.435420,0.300000,0.700000,1.195629,0.819452,-4.030133,-4.881561,0.300000,0.700000,1.195629,0.819452,-3.984920,-4.872166,0.300000,0.700000,1.195629,0.819452,-3.154357,-3.670805,0.300000,0.700000,1.195629,0.819452
2021-02-01,-4.169321,-5.058024,0.300000,0.700000,1.416476,0.917456,-4.432978,-5.380257,0.300000,0.700000,1.416476,0.917456,-4.568658,-5.626432,0.300000,0.700000,1.416476,0.917456,-3.632478,-4.271815,0.300000,0.700000,1.416476,0.917456
2021-02-02,-4.003576,-4.802630,0.300000,0.700000,1.245639,0.907363,-4.284708,-5.206846,0.300000,0.700000,1.245639,0.907363,-4.365965,-5.360111,0.300000,0.700000,1.245639,0.907363,-3.381877,-4.003030,0.300000,0.700000,1.245639,0.907363
2021-02-03,-3.874445,-4.671984,0.300000,0.700000,1.101623,0.922418,-4.208624,-5.048634,0.300000,0.700000,1.101623,0.922418,-4.241749,-5.186577,0.300000,0.700000,1.101623,0.922418,-3.414797,-4.033674,0.300000,0.700000,1.101623,0.922418
2021-02-04,-3.478182,-4.154900,0.318742,0.681258,0.965651,0.837456,-3.656010,-4.425340,0.300000,0.700000,0.965651,0.837456,-3.794189,-4.657674,0.325265,0.674735,0.965651,0.837456,-2.974799,-3.474587,0.334453,0.665547,0.965651,0.837456
2021-02-05,-3.178701,-3.840706,0.385704,0.614296,0.857949,0.785223,-3.399276,-4.164755,0.300000,0.700000,0.857949,0.785223,-3.520904,-4.233660,0.389881,0.610119,0.857949,0.785223,-2.700533,-3.204551,0.395756,0.604244,0.857949,0.785223
2021-02-08,-2.851602,-3.438892,0.392996,0.607004,0.760379,0.699932,-3.055860,-3.719546,0.300000,0.700000,0.760379,0.699932,-3.129227,-3.837568,0.396912,0.603088,0.760379,0.699932,-2.396707,-2.832100,0.402418,0.597582,0.760379,0.699932
2021-02-09,-2.592686,-3.148549,0.395135,0.604865,0.681178,0.628082,-2.691196,-3.286214,0.300000,0.700000,0.681178,0.628082,-2.808480,-3.424838,0.398974,0.601026,0.681178,0.628082,-2.135670,-2.510792,0.404372,0.595628,0.681178,0.628082
2021-02-10,-2.341310,-2.821935,0.433406,0.566594,0.614001,0.583294,-2.477737,-3.040179,0.365193,0.634807,0.614001,0.583294,-2.564147,-3.145863,0.435856,0.564144,0.614001,0.583294,-1.998107,-2.327718,0.439299,0.560701,0.614001,0.583294
2021-02-11,-2.225121,-2.677744,0.522396,0.477604,0.557944,0.567628,-2.369373,-2.888582,0.545478,0.454522,0.557944,0.567628,-2.461196,-3.024460,0.521570,0.478430,0.557944,0.567628,-1.860354,-2.177099,0.520409,0.479591,0.557944,0.567628
2021-02-12,-2.098342,-2.530665,0.622389,0.377611,0.509095,0.559816,-2.245554,-2.733155,0.700000,0.300000,0.509095,0.559816,-2.324157,-2.826469,0.617923,0.382077,0.509095,0.559816,-1.808594,-2.128768,0.611640,0.388360,0.509095,0.559816
2021-02-16,-1.941502,-2.320590,0.608387,0.391613,0.470910,0.512135,-2.101863,-2.541823,0.700000,0.300000,0.470910,0.512135,-2.150449,-2.615487,0.604421,0.395579,0.470910,0.512135,-1.660236,-1.963348,0.598845,0.401155,0.470910,0.512135
2021-02-17,-1.785925,-2.159333,0.592489,0.407511,0.440713,0.473357,-1.957060,-2.359008,0.686615,0.313385,0.440713,0.473357,-1.980007,-2.425966,0.589097,0.410903,0.440713,0.473357,-1.493988,-1.769850,0.584328,0.415672,0.440713,0.473357
2021-02-18,-1.894980,-2.254981,0.700000,0.300000,0.417586,0.575107,-1.974294,-2.416704,0.700000,0.300000,0.417586,0.575107,-2.024123,-2.515242,0.700000,0.300000,0.417586,0.575107,-1.620633,-1.920443,0.700000,0.300000,0.417586,0.575107
2021-02-19,-1.939517,-2.358787,0.656040,0.343960,0.469154,0.529965,-2.081304,-2.485690,0.700000,0.300000,0.469154,0.529965,-2.172019,-2.659693,0.650386,0.349614,0.469154,0.529965,-1.699920,-2.016067,0.642429,0.357571,0.469154,0.529965
2021-02-22,-1.965342,-2.374438,0.682994,0.317006,0.459360,0.530434,-2.071868,-2.483097,0.700000,0.300000,0.459360,0.530434,-2.092711,-2.595231,0.676411,0.323589,0.459360,0.530434,-1.687089,-2.015583,0.667139,0.332861,0.459360,0.530434
2021-02-23,-2.127974,-2.544552,0.300000,0.700000,0.600559,0.502890,-2.275231,-2.759658,0.300000,0.700000,0.600559,0.502890,-2.244879,-2.723461,0.300000,0.700000,0.600559,0.502890,-1.817580,-2.153945,0.300000,0.700000,0.600559,0.502890
2021-02-24,-2.081109,-2.479064,0.423064,0.576936,0.544118,0.512773,-2.173281,-2.629106,0.344441,0.655559,0.544118,0.512773,-2.244773,-2.767122,0.425891,0.574109,0.544118,0.512773,-1.728961,-2.006760,0.429865,0.570135,0.544118,0.512773
2021-02-25,-2.048472,-2.508201,0.530146,0.469854,0.510296,0.522258,-2.141388,-2.563890,0.561197,0.438803,0.510296,0.522258,-2.235141,-2.737426,0.529034,0.470966,0.510296,0.522258,-1.722058,-2.008205,0.527472,0.472528,0.510296,0.522258
2021-02-26,-2.955574,-3.598828,0.300000,0.700000,1.289649,0.537781,-3.232195,-3.954858,0.300000,0.700000,1.289649,0.537781,-3.301931,-4.024070,0.300000,0.700000,1.289649,0.537781,-2.539193,-2.980215,0.300000,0.700000,1.289649,0.537781
2021-03-01,-2.859929,-3.502894,0.300000,0.700000,1.182308,0.546176,-3.070216,-3.795566,0.300000,0.700000,1.182308,0.546176,-3.136514,-3.829915,0.300000,0.700000,1.182308,0.546176,-2.451933,-2.873668,0.300000,0.700000,1.182308,0.546176
2021-03-02,-3.165911,-3.835368,0.300000,0.700000,1.066050,0.690957,-3.382694,-4.110941,0.300000,0.700000,1.066050,0.690957,-3.431956,-4.172324,0.300000,0.700000,1.066050,0.690957,-2.693013,-3.173473,0.300000,0.700000,1.066050,0.690957
2021-03-03,-2.882709,-3.496260,0.300000,0.700000,0.997552,0.621110,-3.122889,-3.787816,0.300000,0.700000,0.997552,0.621110,-3.165949,-3.839502,0.300000,0.700000,0.997552,0.621110,-2.441387,-2.866997,0.300000,0.700000,0.997552,0.621110
2021-03-04,-2.895934,-3.505209,0.300000,0.700000,1.128418,0.565641,-3.134234,-3.785982,0.300000,0.700000,1.128418,0.565641,-3.244556,-3.940495,0.300000,0.700000,1.128418,0.565641,-2.438601,-2.862456,0.300000,0.700000,1.128418,0.565641
2021-03-05,-2.882564,-3.469351,0.300000,0.700000,1.238683,0.522364,-3.162428,-3.831587,0.300000,0.700000,1.238683,0.522364,-3.237534,-3.960977,0.300000,0.700000,1.238683,0.522364,-2.424560,-2.913271,0.300000,0.700000,1.238683,0.522364
2021-03-08,-2.875148,-3.474548,0.300000,0.700000,1.101988,0.580498,-3.071876,-3.722715,0.300000,0.700000,1.101988,0.580498,-3.226328,-3.927141,0.300000,0.700000,1.101988,0.580498,-2.430577,-2.844039,0.300000,0.700000,1.101988,0.580498
2021-03-09,-4.197224,-5.024876,0.643640,0.356360,0.992817,1.110371,-4.449596,-5.403231,0.700000,0.300000,0.992817,1.110371,-4.482811,-5.461219,0.638421,0.361579,0.992817,1.110371,-3.592486,-4.202774,0.631076,0.368924,0.992817,1.110371
2021-03-10,-3.768602,-4.596269,0.628426,0.371574,0.885598,0.978505,-3.915320,-4.762704,0.700000,0.300000,0.885598,0.978505,-4.094366,-4.975759,0.623745,0.376255,0.885598,0.978505,-3.209462,-3.808255,0.617159,0.382841,0.885598,0.978505
2021-03-11,-3.296449,-3.977303,0.649768,0.350232,0.785886,0.883274,-3.461404,-4.223770,0.700000,0.300000,0.785886,0.883274,-3.619071,-4.446671,0.644333,0.355667,0.785886,0.883274,-2.834563,-3.349345,0.636685,0.363315,0.785886,0.883274
2021-03-12,-2.973597,-3.601112,0.629413,0.370587,0.707260,0.782072,-3.229486,-3.950126,0.700000,0.300000,0.707260,0.782072,-3.254459,-3.966657,0.624697,0.375303,0.707260,0.782072,-2.493871,-2.924678,0.618062,0.381938,0.707260,0.782072
2021-03-15,-2.668993,-3.211274,0.658758,0.341242,0.632793,0.716388,-2.822134,-3.432164,0.700000,0.300000,0.632793,0.716388,-2.878544,-3.491926,0.653010,0.346990,0.632793,0.716388,-2.301901,-2.709069,0.644918,0.355082,0.632793,0.716388
2021-03-16,-2.349735,-2.908126,0.661086,0.338914,0.574129,0.651200,-2.633600,-3.185815,0.700000,0.300000,0.574129,0.651200,-2.604405,-3.254649,0.655256,0.344744,0.574129,0.651200,-2.110114,-2.483918,0.647051,0.352949,0.574129,0.651200
2021-03-17,-2.294349,-2.787090,0.685695,0.314305,0.529875,0.613225,-2.375755,-2.878453,0.700000,0.300000,0.529875,0.613225,-2.405451,-2.918480,0.679020,0.320980,0.529875,0.613225,-1.951383,-2.306767,0.669619,0.330381,0.529875,0.613225
2021-03-18,-2.037816,-2.502202,0.674977,0.325023,0.486804,0.558436,-2.173075,-2.620667,0.700000,0.300000,0.486804,0.558436,-2.218251,-2.672467,0.668669,0.331331,0.486804,0.558436,-1.792428,-2.106842,0.659785,0.340215,0.486804,0.558436
2021-03-19,-2.774205,-3.293742,0.300000,0.700000,0.875110,0.617197,-2.923359,-3.582527,0.300000,0.700000,0.875110,0.617197,-2.962054,-3.611838,0.300000,0.700000,0.875110,0.617197,-2.340570,-2.794209,0.300000,0.700000,0.875110,0.617197
2021-03-22,-2.762594,-3.328433,0.300000,0.700000,0.783081,0.658828,-2.909039,-3.493890,0.300000,0.700000,0.783081,0.658828,-3.007946,-3.697186,0.300000,0.700000,0.783081,0.658828,-2.384560,-2.842451,0.301082,0.698918,0.783081,0.658828
2021-03-23,-2.429326,-2.973980,0.300000,0.700000,0.699628,0.595522,-2.587689,-3.186929,0.300000,0.700000,0.699628,0.595522,-2.661961,-3.278735,0.303533,0.696467,0.699628,0.595522,-2.167432,-2.566799,0.313796,0.686204,0.699628,0.595522
2021-03-24,-2.362526,-2.849918,0.300000,0.700000,0.734395,0.541315,-2.507864,-3.002232,0.300000,0.700000,0.734395,0.541315,-2.537098,-3.119096,0.300000,0.700000,0.734395,0.541315,-2.039193,-2.419952,0.300000,0.700000,0.734395,0.541315
2021-03-25,-2.295963,-2.799167,0.300000,0.700000,0.734132,0.514429,-2.420003,-2.941764,0.300000,0.700000,0.734132,0.514429,-2.490948,-3.045770,0.300000,0.700000,0.734132,0.514429,-1.931623,-2.304711,0.300000,0.700000,0.734132,0.514429
2021-03-26,-2.052287,-2.467603,0.300000,0.700000,0.656831,0.474753,-2.224715,-2.739365,0.300000,0.700000,0.656831,0.474753,-2.243933,-2.758665,0.300000,0.700000,0.656831,0.474753,-1.779028,-2.102624,0.300000,0.700000,0.656831,0.474753
2021-03-29,-2.116080,-2.564625,0.300000,0.700000,0.614209,0.503348,-2.251014,-2.744769,0.300000,0.700000,0.614209,0.503348,-2.304651,-2.824562,0.300000,0.700000,0.614209,0.503348,-1.807040,-2.154298,0.300000,0.700000,0.614209,0.503348
2021-03-30,-1.946633,-2.381389,0.314444,0.685556,0.555408,0.479972,-2.127322,-2.592286,0.300000,0.700000,0.555408,0.479972,-2.151768,-2.668593,0.321114,0.678886,0.555408,0.479972,-1.715463,-2.030158,0.330509,0.669491,0.555408,0.479972
2021-03-31,-2.192918,-2.660954,0.581100,0.418900,0.542076,0.577079,-2.315378,-2.808707,0.663893,0.336107,0.542076,0.577079,-2.415561,-2.978523,0.578121,0.421879,0.542076,0.577079,-1.898519,-2.215506,0.573934,0.426066,0.542076,0.577079
2021-04-01,-2.017520,-2.469254,0.575508,0.424492,0.496777,0.526560,-2.174621,-2.657667,0.652699,0.347301,0.496777,0.526560,-2.194163,-2.694327,0.572733,0.427267,0.496777,0.526560,-1.733942,-2.039431,0.568832,0.431168,0.496777,0.526560
2021-04-06,-1.948026,-2.330186,0.609257,0.390743,0.473140,0.514913,-2.039024,-2.461622,0.700000,0.300000,0.473140,0.514913,-2.119191,-2.586339,0.605261,0.394739,0.473140,0.514913,-1.687010,-2.002602,0.599640,0.400360,0.473140,0.514913
2021-04-07,-1.922437,-2.330141,0.629000,0.371000,0.461614,0.510274,-2.074715,-2.523732,0.700000,0.300000,0.461614,0.510274,-2.057953,-2.599995,0.624298,0.375702,0.461614,0.510274,-1.630815,-1.925438,0.617684,0.382316,0.461614,0.510274
2021-04-08,-1.758147,-2.156218,0.646027,0.353973,0.429925,0.481751,-1.925753,-2.345392,0.700000,0.300000,0.429925,0.481751,-1.965851,-2.417968,0.640724,0.359276,0.429925,0.481751,-1.534956,-1.802235,0.633261,0.366739,0.429925,0.481751
2021-04-09,-1.686810,-2.030935,0.627601,0.372399,0.406502,0.448854,-1.815588,-2.194059,0.700000,0.300000,0.406502,0.448854,-1.827425,-2.257853,0.622949,0.377051,0.406502,0.448854,-1.437354,-1.692267,0.616405,0.383595,0.406502,0.448854
2021-04-12,-1.571746,-1.938834,0.593399,0.406601,0.393748,0.423215,-1.738192,-2.144957,0.688426,0.311574,0.393748,0.423215,-1.756942,-2.140204,0.589974,0.410026,0.393748,0.423215,-1.360170,-1.604960,0.585159,0.414841,0.393748,0.423215
2021-04-13,-1.533072,-1.835286,0.599694,0.400306,0.376372,0.406536,-1.668382,-2.039662,0.700000,0.300000,0.376372,0.406536,-1.690389,-2.085127,0.596042,0.403958,0.376372,0.406536,-1.307385,-1.546401,0.590906,0.409094,0.376372,0.406536
2021-04-14,-1.467821,-1.764209,0.584294,0.415706,0.363653,0.388099,-1.578842,-1.922485,0.670277,0.329723,0.363653,0.388099,-1.562322,-1.947472,0.581200,0.418800,0.363653,0.388099,-1.230544,-1.450041,0.576849,0.423151,0.363653,0.388099
2021-04-15,-1.539996,-1.847400,0.383104,0.616896,0.417664,0.381476,-1.625947,-2.010928,0.300000,0.700000,0.417664,0.381476,-1.694772,-2.082021,0.387375,0.612625,0.417664,0.381476,-1.308392,-1.542275,0.393381,0.606619,0.417664,0.381476
2021-04-16,-1.500942,-1.802983,0.386972,0.613028,0.408323,0.374084,-1.573475,-1.925233,0.300000,0.700000,0.408323,0.374084,-1.688521,-2.059914,0.391104,0.608896,0.408323,0.374084,-1.281114,-1.516652,0.396915,0.603085,0.408323,0.374084
2021-04-19,-1.720832,-2.090307,0.700000,0.300000,0.389592,0.527456,-1.860027,-2.259597,0.700000,0.300000,0.389592,0.527456,-1.901614,-2.287752,0.700000,0.300000,0.389592,0.527456,-1.488690,-1.753341,0.700000,0.300000,0.389592,0.527456
2021-04-20,-1.979289,-2.406604,0.656848,0.343152,0.467507,0.528449,-2.084153,-2.542947,0.700000,0.300000,0.467507,0.528449,-2.188317,-2.664035,0.651166,0.348834,0.467507,0.528449,-1.679682,-2.007010,0.643168,0.356832,0.467507,0.528449
2021-04-21,-2.478725,-3.024827,0.700000,0.300000,0.582356,0.704291,-2.664945,-3.270409,0.700000,0.300000,0.582356,0.704291,-2.692875,-3.273946,0.700000,0.300000,0.582356,0.704291,-2.249988,-2.665862,0.700000,0.300000,0.582356,0.704291
